Map,Agents,Lambda,Algorithm,Samples,AvgServiceTime,AvgServiceTime_std,AvgPathLength,AvgPathLength_std,PeakMemory_MB,PeakMemory_MB_std,NPC,NPC_std,NPC_min,NPC_max,PerStepTime,PerStepTime_std
empty,10,2.0,Full,20,652.4414999999999,6.76497658221333,35.74914546804455,0.1711966958408624,12.194921875,1.6025910829731076,1.0390150000000002,0.04584,1.0,1.5,1.7504931928905645,0.1325840683947777
empty,10,2.0,w/o_HashSIPP,20,674.7715,7.161601757766366,36.39958442082018,0.2064904735080361,11.837109375,1.7766398982266514,1.05599,0.06221,1.0,2.0,1.9561494715495868,0.1219308963202886
empty,10,2.0,w/o_LNS,20,686.077,4.961790954250725,38.50817747717724,0.2100250435777936,12.0513671875,0.7304355191832602,1.04855,0.04612,1.0125,1.5,1.817424906593152,0.136589162125446
empty,10,2.0,w/o_PrePlan,20,645.6375,6.195208568767185,35.47019511450055,0.1352961008021495,8.387890625,0.3082750477875311,1.03821,0.049155,1.0,2.5,4.1969609703978366,0.3582497332341297
empty,20,2.0,Baseline,20,309.05550000000005,4.410211207497528,39.00193480924906,0.1862515768393395,8.9978515625,1.2350485045042177,1.048795,0.047025,1.0125,1.5,2.983246187627435,0.3539407759816789
empty,20,2.0,Full,20,301.0885,4.719467270337774,36.07649657524849,0.2767769619111924,10.0296875,1.0599219824406982,1.0445799999999998,0.05143,1.0,1.6667,1.3942295465536678,0.1344379440095873
empty,20,2.0,w/o_HashSIPP,20,310.456,6.443905647974683,36.65261087526279,0.2351700198324173,10.449609375,0.4919898634630709,1.05554,0.06357,1.0,2.0,2.087031486920845,0.1746902243213275
empty,20,2.0,w/o_LNS,20,322.71200000000005,4.960451592345198,39.22649799408025,0.2587423511432841,10.1314453125,1.1082235753196297,1.0508000000000002,0.0519799999999999,1.0125,3.5938,1.212104058778993,0.126665971770177
empty,20,2.0,w/o_PrePlan,20,291.4645,5.590842583141977,36.17208791003867,0.2330657807209753,8.7447265625,0.3915639927139765,1.042855,0.0481,1.0,1.5,3.0963795001460723,0.2486669502165434
empty,30,2.0,Baseline,20,189.6405,4.140190022336246,39.81845011342485,0.2957832430926737,9.811328125,0.4984445571085132,1.04947,0.047515,1.0125,1.6667,1.9939201763395047,0.1946184550756395
empty,30,2.0,Full,20,188.5765,5.263588204777583,36.68786237522308,0.2322032906504662,10.2744140625,1.0613587098846486,1.049425,0.054685,1.0,1.5,1.2455031839660908,0.2142644991828719
empty,30,2.0,w/o_HashSIPP,20,195.027,5.134172510582504,37.32188931449409,0.3249550259058504,11.2015625,0.3342944827430363,1.0623349999999998,0.069895,1.0,2.0,2.696493008166847,0.1745029855794092
empty,30,2.0,w/o_LNS,19,202.8710526315789,6.234763556718659,39.95980825335731,0.2866487819706847,10.302220394736842,1.109646395034564,1.0534473684210528,0.0660842105263157,1.0125,7.2812,0.9376520349913876,0.1904013634325265
empty,30,2.0,w/o_PrePlan,20,176.14450000000002,4.587922904642943,36.65940284583626,0.2748345812104648,10.097265625,1.3195312013103353,1.046555,0.051975,1.0,1.6667,2.2811086423501963,0.2548933743896627
empty,40,2.0,Baseline,20,132.6725,3.753495037961288,40.68560440837863,0.3621165400733916,10.5431640625,1.473543232792933,1.0503700000000002,0.048745,1.0125,1.6667,1.5273270414754805,0.1754983100264852
empty,40,2.0,Full,20,135.512,5.554788924882741,37.25746833469735,0.3219758258835973,10.181640625,0.2786466339244934,1.05595,0.0983699999999999,1.0,15.55,1.652748758848376,0.0735124695411484
empty,40,2.0,w/o_HashSIPP,20,141.5855,4.084068501667889,38.17150138713405,0.4001956622049728,12.1416015625,1.1284532695899885,1.0686649999999998,0.0754349999999999,1.0,2.5,3.734800407749584,0.2525378376458577
empty,40,2.0,w/o_LNS,19,145.29842105263157,5.5292788992959,40.9450113452942,0.3160193015711447,10.318462171052632,0.4007823676856501,1.055884210526316,0.0776421052631579,1.0125,9.2917,1.0004489799088891,0.1531806031162308
